,threatInfo.threatId,threatInfo.threatName,threatInfo.classification,threatInfo.confidenceLevel,threatInfo.analystVerdict,threatInfo.createdAt,threatInfo.identifiedAt,threatInfo.updatedAt,indicatorList,indicatorListString,threatInfo.detectionType,action,threatInfo.sha1,engine
2054,1673084760487943595,ANONYMIZED,Malware,suspicious,false_positive,2023-04-28T10:00:45.654362Z,2023-04-28T10:00:45.503000Z,2023-04-28T10:52:11.897627Z,"[1, 31, 30, 32, 29, 33, 12]",1 12 29 30 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
9741,1895095126299149949,ANONYMIZED,Malware,malicious,true_positive,2024-02-28T17:35:43.632542Z,2024-02-28T17:35:42.546000Z,2024-02-29T00:13:13.154718Z,"[24, 7, 6]",6 7 24,static,quarantine,ANONYMIZED,On-Write Static AI
3187,1697781177885634035,ANONYMIZED,Rootkit,suspicious,false_positive,2023-06-01T11:48:08.028154Z,2023-06-01T11:48:07.670434Z,2023-06-01T11:55:51.806658Z,[937],937,dynamic,,ANONYMIZED,Application Control
795,1636038475776272904,ANONYMIZED,Malware,suspicious,false_positive,2023-03-08T07:16:24.375342Z,2023-03-08T07:16:21.399000Z,2023-03-08T08:46:21.000728Z,"[121, 796, 799, 427, 171, 674]",121 171 427 674 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
8223,1869274576000749544,ANONYMIZED,Malware,suspicious,false_positive,2024-01-24T02:34:54.179184Z,2024-01-24T02:34:53.631000Z,2024-01-24T03:11:55.767018Z,"[1273, 796, 427]",427 796 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
70,1896580691712048135,ANONYMIZED,Malware,malicious,true_positive,2024-03-01T18:47:16.832526Z,2024-03-01T18:47:15.705000Z,2024-03-01T19:18:16.711346Z,"[1, 31, 32, 33, 18, 8]",1 8 18 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
2531,1685296414746238872,ANONYMIZED,Malware,suspicious,false_positive,2023-05-15T06:23:08.283666Z,2023-05-15T06:23:07.905000Z,2023-05-15T06:38:12.324697Z,"[796, 799, 121, 427, 171, 674]",121 171 427 674 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
839,1636814706699807088,ANONYMIZED,Infostealer,suspicious,false_positive,2023-03-09T08:58:38.309491Z,2023-03-09T08:58:29.019000Z,2023-03-09T09:35:52.565720Z,"[171, 796, 799, 121, 427]",121 171 427 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
6650,1841935249033453416,ANONYMIZED,Malware,suspicious,false_positive,2023-12-17T09:16:32.433618Z,2023-12-17T09:16:30.853000Z,2023-12-17T09:33:52.818833Z,"[171, 796, 427, 1273]",171 427 796 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
8786,1878783938271834186,ANONYMIZED,Malware,suspicious,false_positive,2024-02-06T05:28:18.498701Z,2024-02-06T05:28:17.320000Z,2024-02-06T06:00:06.078164Z,"[62, 427, 171]",62 171 427,dynamic,,ANONYMIZED,"Documents, Scripts"
455,1627576759821233792,ANONYMIZED,Malware,suspicious,false_positive,2023-02-24T15:04:29.226287Z,2023-02-24T15:04:22.855000Z,2023-02-24T18:06:38.714040Z,"[800, 427, 115, 269, 171]",115 171 269 427 800,dynamic,,ANONYMIZED,"Documents, Scripts"
12487,1934014016178057664,ANONYMIZED,Malware,suspicious,true_positive,2024-04-22T10:20:36.848179Z,2024-04-22T07:16:52.898000Z,2024-04-22T12:00:39.442292Z,"[1, 31, 32, 29, 33, 24, 6]",1 6 24 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
5858,1797012775512986340,ANONYMIZED,Malware,suspicious,false_positive,2023-10-16T09:43:36.278271Z,2023-10-16T09:43:34.194000Z,2023-10-16T10:51:24.248072Z,"[145, 359, 724, 768, 769, 114, 62, 427, 269, 894, 126, 674, 171]",62 114 126 145 171 269 359 427 674 724 768 769 894,dynamic,,ANONYMIZED,"Documents, Scripts"
5165,1767399174059684648,ANONYMIZED,Malware,suspicious,true_positive,2023-09-05T13:06:39.890903Z,2023-09-05T13:06:18.709000Z,2023-09-05T13:14:15.202440Z,"[1, 31, 30, 29, 12]",1 12 29 30 31,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
1602,1656240290265810585,ANONYMIZED,Malware,suspicious,true_positive,2023-04-05T04:13:48.327155Z,2023-04-05T04:13:46.391000Z,2023-04-05T04:32:24.587062Z,"[1, 31, 30, 29, 12]",1 12 29 30 31,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
10710,1915804387772333529,ANONYMIZED,Malware,suspicious,false_positive,2024-03-28T07:21:19.983739Z,2024-03-26T17:54:42.073000Z,2024-04-08T10:34:29.762272Z,"[29, 25, 24, 23, 12, 6]",6 12 23 24 25 29,static,unquarantine,ANONYMIZED,On-Write Static AI - Suspicious
3111,1696911595916545132,ANONYMIZED,Malware,suspicious,false_positive,2023-05-31T07:00:25.775195Z,2023-05-31T07:00:24.910000Z,2023-05-31T07:25:37.998836Z,"[674, 269, 137, 114, 796, 121, 427, 171]",114 121 137 171 269 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
7477,1855812502029929667,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:48:09.906338Z,2024-01-05T12:39:43.234000Z,2024-01-05T13:15:20.646633Z,"[1, 31, 30, 29, 12]",1 12 29 30 31,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
5354,1776484369320779334,ANONYMIZED,Malware,suspicious,true_positive,2023-09-18T01:57:19.563181Z,2023-09-18T01:57:18.617000Z,2023-09-19T09:08:19.241956Z,"[32, 29, 33]",29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
6862,1849139539320229713,ANONYMIZED,Malware,malicious,true_positive,2023-12-27T07:50:10.758153Z,2023-12-27T07:49:09.061000Z,2023-12-27T08:29:15.841276Z,"[41, 15, 10]",10 15 41,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
5665,1788587837436945941,ANONYMIZED,Malware,suspicious,false_positive,2023-10-04T18:44:45.399096Z,2023-10-04T18:44:44.564000Z,2023-10-04T19:05:56.415755Z,"[796, 427, 171, 674, 269]",171 269 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
5514,1783159476104654826,ANONYMIZED,Infostealer,suspicious,false_positive,2023-09-27T06:59:34.302906Z,2023-09-27T06:59:32.954000Z,2023-09-27T07:05:17.384106Z,"[171, 796, 427]",171 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
7472,1855812489371519758,ANONYMIZED,Malware,malicious,true_positive,2024-01-05T12:48:08.396962Z,2024-01-05T12:39:43.810000Z,2024-01-05T13:07:51.062467Z,"[1, 31, 30, 29, 12]",1 12 29 30 31,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
683,1632953127240122945,ANONYMIZED,Malware,suspicious,false_positive,2023-03-04T01:06:22.168350Z,2023-03-04T01:06:21.941000Z,2023-03-04T02:45:50.888040Z,"[121, 43]",43 121,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
1697,1659443981253770521,ANONYMIZED,Malware,suspicious,true_positive,2023-04-09T14:18:58.052927Z,2023-04-09T14:18:57.373000Z,2023-04-09T23:30:13.000491Z,"[1, 31, 30, 29, 15, 12]",1 12 15 29 30 31,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
9853,1902755258023935845,ANONYMIZED,Malware,suspicious,false_positive,2024-03-10T07:15:02.497542Z,2024-03-10T07:15:02.465613Z,2024-03-10T07:27:50.213056Z,"[172, 306, 769, 61, 342, 98, 224, 1273, 266, 199, 198, 916, 951, 126]",61 98 126 172 198 199 224 266 306 342 769 916 951 1273,dynamic,,ANONYMIZED,Behavioral AI
10439,1913751341490260766,ANONYMIZED,Ransomware,suspicious,false_positive,2024-03-25T11:22:17.794828Z,2024-03-25T11:21:59.737000Z,2024-03-26T07:58:46.861147Z,"[43, 793, 298, 427, 126, 1273, 293]",43 126 293 298 427 793 1273,dynamic,unquarantine,ANONYMIZED,On-Write Static AI - Suspicious
6321,1822202513024204534,ANONYMIZED,Infostealer,suspicious,false_positive,2023-11-20T03:51:06.995065Z,2023-11-20T03:51:06.489000Z,2023-11-20T04:15:44.159705Z,"[171, 137, 796, 427, 674, 434]",137 171 427 434 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
3169,1697674245107610565,ANONYMIZED,Rootkit,suspicious,false_positive,2023-06-01T08:15:40.645487Z,2023-06-01T08:15:40.337859Z,2023-06-01T08:17:50.644023Z,[937],937,dynamic,,ANONYMIZED,Application Control
6896,1849812216469213701,ANONYMIZED,Malware,suspicious,false_positive,2023-12-28T06:06:40.126029Z,2023-12-28T06:06:38.989000Z,2023-12-28T06:36:13.945936Z,"[1273, 796, 427, 171]",171 427 796 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
7341,1855811878815054487,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:46:55.612626Z,2024-01-05T12:39:39.682000Z,2024-01-05T13:27:28.215309Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
1358,1647709442036901889,ANONYMIZED,Malware,suspicious,true_positive,2023-03-24T09:44:31.969700Z,2023-03-24T09:44:31.644000Z,2023-03-24T09:48:03.621557Z,"[24, 7, 6]",6 7 24,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
8140,1868805764126477919,ANONYMIZED,Malware,malicious,true_positive,2024-01-23T11:03:27.447823Z,2024-01-23T11:03:25.175000Z,2024-01-23T12:57:26.840082Z,"[32, 29, 33, 12, 10, 6]",6 10 12 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
11226,1919635636881428290,ANONYMIZED,Malware,malicious,true_positive,2024-04-02T14:13:20.463227Z,2024-04-02T14:13:18.534000Z,2024-04-02T14:50:35.451237Z,"[31, 30, 32, 33, 24, 6]",6 24 30 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
5526,1783368775918923933,ANONYMIZED,Malware,suspicious,false_positive,2023-09-27T13:55:24.782880Z,2023-09-27T13:55:24.041000Z,2023-09-27T14:02:43.184503Z,"[796, 311, 427]",311 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
3470,1705793760726217417,ANONYMIZED,Malware,suspicious,false_positive,2023-06-12T13:07:42.334617Z,2023-06-12T13:07:41.877000Z,2023-06-12T13:24:39.856580Z,"[437, 121, 796, 427, 674, 171, 434]",121 171 427 434 437 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
5022,1758610949064210017,ANONYMIZED,Malware,suspicious,false_positive,2023-08-24T10:06:01.833940Z,2023-08-24T10:06:01.816924Z,2023-08-24T10:41:51.703092Z,"[29, 24, 15, 12, 7, 6, 2]",2 6 7 12 15 24 29,static,,ANONYMIZED,On-Write Static AI - Suspicious
7467,1855812468903315631,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:48:05.956023Z,2024-01-05T12:39:44.605000Z,2024-01-05T13:15:09.473091Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
6858,1849092643031545619,ANONYMIZED,Ransomware,malicious,false_positive,2023-12-27T06:17:00.287354Z,2023-12-27T06:16:55.823000Z,2023-12-27T06:35:35.751879Z,"[55, 641, 894, 293]",55 293 641 894,dynamic,unquarantine,ANONYMIZED,Behavioral AI
4665,1739064629464320892,ANONYMIZED,Malware,suspicious,true_positive,2023-07-28T10:50:58.961315Z,2023-07-28T10:50:57.098000Z,2023-07-28T10:53:54.698808Z,"[41, 32, 29, 33]",29 32 33 41,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
9284,1888370271741922428,ANONYMIZED,Malware,suspicious,true_positive,2024-02-19T10:54:38.502201Z,2024-02-19T08:55:02.144000Z,2024-02-19T11:31:53.127800Z,"[29, 24]",24 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
993,1640869321383726499,ANONYMIZED,Ransomware,suspicious,false_positive,2023-03-14T23:14:26.046235Z,2023-03-14T23:14:19.364000Z,2023-03-15T02:11:42.056170Z,"[43, 641, 437]",43 437 641,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
8978,1883547398775797291,ANONYMIZED,Trojan,malicious,true_positive,2024-02-12T19:12:27.241655Z,2024-02-12T19:12:25.828000Z,2024-02-12T21:36:59.543421Z,[43],43,dynamic,quarantine,ANONYMIZED,On-Write Static AI
1039,1642077263864297986,ANONYMIZED,Malware,suspicious,true_positive,2023-03-16T15:14:24.012608Z,2023-03-16T15:14:23.493000Z,2023-03-16T15:27:59.053470Z,"[32, 29, 33, 12]",12 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
7464,1855812457603860420,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:48:04.609794Z,2024-01-05T12:39:45.196000Z,2024-01-05T13:15:41.055448Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
10864,1918550630655963482,ANONYMIZED,Malware,malicious,false_positive,2024-04-01T02:17:37.646671Z,2024-04-01T02:17:37.622000Z,2024-04-01T02:24:26.057389Z,"[29, 24, 23, 12]",12 23 24 29,static,unquarantine,ANONYMIZED,On-Write Static AI
4629,1739062491526890246,ANONYMIZED,Malware,suspicious,true_positive,2023-07-28T10:46:44.098350Z,2023-07-28T10:46:42.939000Z,2023-07-28T10:52:47.615562Z,"[41, 32, 29, 33]",29 32 33 41,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
9876,1903390911802998092,ANONYMIZED,Malware,malicious,false_positive,2024-03-11T04:17:58.332678Z,2024-03-09T16:12:37.791000Z,2024-03-11T04:23:27.573364Z,"[32, 29, 28, 33, 18, 12, 8]",8 12 18 28 29 32 33,static,unquarantine,ANONYMIZED,On-Write Static AI
8117,1868514950234361122,ANONYMIZED,Malware,suspicious,false_positive,2024-01-23T01:25:39.730672Z,2024-01-23T01:25:38.924000Z,2024-01-23T03:24:23.767302Z,"[799, 427, 171, 674]",171 427 674 799,dynamic,,ANONYMIZED,"Documents, Scripts"
12590,1935227749975713999,ANONYMIZED,Malware,malicious,true_positive,2024-04-24T02:32:05.191756Z,2024-04-24T02:32:04.766000Z,2024-04-24T03:00:50.319191Z,"[1, 31, 33, 24, 23]",1 23 24 31 33,static,quarantine,ANONYMIZED,On-Write Static AI
12633,1935332127327990547,ANONYMIZED,Malware,malicious,true_positive,2024-04-24T05:59:27.942697Z,2024-04-24T05:59:26.478000Z,2024-04-24T06:31:18.210008Z,"[29, 24, 23, 12]",12 23 24 29,static,quarantine,ANONYMIZED,On-Write Static AI
4407,1731340298478926181,ANONYMIZED,Application Control,suspicious,false_positive,2023-07-17T19:04:06.951147Z,2023-07-17T19:04:06.863057Z,2023-07-17T19:07:36.579732Z,[942],942,dynamic,,ANONYMIZED,Application Control
9188,1888307044139550397,ANONYMIZED,Malware,suspicious,true_positive,2024-02-19T08:49:01.184653Z,2024-02-19T08:47:58.017000Z,2024-02-19T09:04:54.916367Z,"[25, 24, 23, 6]",6 23 24 25,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
8810,1878998931783590456,ANONYMIZED,Malware,malicious,true_positive,2024-02-06T12:35:27.723051Z,2024-02-06T12:35:25.790000Z,2024-02-06T14:57:16.153505Z,"[32, 29, 28, 33, 18, 12, 8]",8 12 18 28 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
12047,1929129906444240781,ANONYMIZED,Malware,malicious,false_positive,2024-04-15T16:36:45.589406Z,2024-04-15T16:36:31.534000Z,2024-04-16T03:25:12.418122Z,"[32, 29, 33, 12, 6]",6 12 29 32 33,static,unquarantine,ANONYMIZED,On-Write Static AI
11333,1920205644046582286,ANONYMIZED,Malware,suspicious,true_positive,2024-04-03T09:05:50.616484Z,2024-04-02T11:42:23.665000Z,2024-04-03T11:16:22.542810Z,"[29, 12]",12 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
10601,1914901855190512894,ANONYMIZED,Malware,malicious,true_positive,2024-03-27T01:28:09.715634Z,2024-03-27T01:28:09.316000Z,2024-03-27T01:59:09.012784Z,"[1, 32, 29, 33, 10]",1 10 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
10461,1913888024816007396,ANONYMIZED,Ransomware,suspicious,false_positive,2024-03-25T15:53:51.714594Z,2024-03-25T15:53:51.654297Z,2024-03-25T17:22:09.578874Z,"[62, 725, 197, 768, 171, 641, 427, 201, 266, 1273, 199]",62 171 197 199 201 266 427 641 725 768 1273,dynamic,unquarantine,ANONYMIZED,Behavioral AI
101,1897663419072350825,ANONYMIZED,Malware,suspicious,false_positive,2024-03-03T06:38:27.993343Z,2024-03-03T06:38:27.868000Z,2024-03-03T09:09:15.478073Z,"[1273, 43]",43 1273,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
7682,1858792165674619624,ANONYMIZED,Malware,malicious,true_positive,2024-01-09T15:28:13.491275Z,2024-01-09T14:14:29.260000Z,2024-01-09T17:40:25.415501Z,"[1, 31, 33, 24, 23]",1 23 24 31 33,static,quarantine,ANONYMIZED,On-Write Static AI
7729,1860008140425360403,ANONYMIZED,Malware,malicious,true_positive,2024-01-11T07:44:08.974235Z,2024-01-11T07:44:05.299000Z,2024-01-11T08:49:42.118940Z,"[1, 31, 32, 29, 33, 24, 18, 12, 6]",1 6 12 18 24 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
11352,1920328817091414553,ANONYMIZED,Malware,suspicious,false_positive,2024-04-03T13:10:33.981566Z,2024-04-03T13:10:32.999000Z,2024-04-03T23:48:30.393555Z,"[311, 114, 796, 294, 126, 427, 171]",114 126 171 294 311 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
11162,1918885685520999824,ANONYMIZED,Malware,suspicious,false_positive,2024-04-01T13:23:19.299696Z,2024-04-01T13:23:19.121000Z,2024-04-01T14:02:44.269831Z,"[1, 29, 12]",1 12 29,static,,ANONYMIZED,On-Write Static AI - Suspicious
10549,1914893652666449295,ANONYMIZED,Malware,malicious,true_positive,2024-03-27T01:11:51.898474Z,2024-03-27T01:11:50.536000Z,2024-03-27T02:02:58.814864Z,"[1, 32, 29, 33, 10, 6]",1 6 10 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
4660,1739064281118981536,ANONYMIZED,Malware,suspicious,true_positive,2023-07-28T10:50:17.434061Z,2023-07-28T10:50:16.717000Z,2023-07-28T10:54:01.910791Z,"[41, 32, 29, 33]",29 32 33 41,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
8379,1872660224167013457,ANONYMIZED,Virus,malicious,true_positive,2024-01-28T18:41:34.891562Z,2024-01-28T18:41:34.570000Z,2024-01-28T19:03:46.103115Z,"[24, 12]",12 24,static,quarantine,ANONYMIZED,On-Write Static AI
747,1635299575167058169,ANONYMIZED,Malware,suspicious,false_positive,2023-03-07T06:48:20.558344Z,2023-03-07T06:48:20.548226Z,2023-03-07T09:24:09.885022Z,"[198, 160, 368, 437]",160 198 368 437,dynamic,,ANONYMIZED,Behavioral AI
1743,1661418104254052792,ANONYMIZED,Malware,suspicious,true_positive,2023-04-12T07:41:11.851739Z,2023-04-12T07:41:11.654000Z,2023-04-12T10:04:25.600415Z,"[24, 7, 6]",6 7 24,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
3794,1715591952125302068,ANONYMIZED,Malware,suspicious,false_positive,2023-06-26T01:34:57.770177Z,2023-06-26T01:34:57.201000Z,2023-06-26T01:38:27.712527Z,"[796, 799, 121, 427, 171, 674]",121 171 427 674 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
1010,1641326893281700444,ANONYMIZED,Malware,suspicious,false_positive,2023-03-15T14:23:32.872116Z,2023-03-15T14:23:24.331000Z,2023-03-15T16:18:14.130638Z,"[145, 674, 62, 269, 137, 197, 768, 171, 427, 201, 126, 266, 199]",62 126 137 145 171 197 199 201 266 269 427 674 768,dynamic,,ANONYMIZED,Behavioral AI
8261,1869713504761516837,ANONYMIZED,Malware,malicious,true_positive,2024-01-24T17:06:58.565371Z,2024-01-24T17:06:57.583000Z,2024-01-24T20:20:41.652343Z,"[24, 7, 6]",6 7 24,static,quarantine,ANONYMIZED,On-Write Static AI
2303,1680392986163565741,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-08T12:00:54.044575Z,2023-05-08T12:00:52.610346Z,2023-05-08T12:12:57.859643Z,[937],937,dynamic,,ANONYMIZED,Application Control
9209,1888311541926949442,ANONYMIZED,Malware,suspicious,true_positive,2024-02-19T08:57:57.362443Z,2024-02-19T08:55:02.156000Z,2024-02-19T09:03:40.429619Z,"[29, 24]",24 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
4828,1747572878619887081,ANONYMIZED,Malware,suspicious,true_positive,2023-08-09T04:35:21.288407Z,2023-08-09T04:35:20.832000Z,2023-08-09T04:46:07.338671Z,"[1, 29, 26, 24, 12, 6]",1 6 12 24 26 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
6193,1814397824811651899,ANONYMIZED,Malware,suspicious,false_positive,2023-11-09T09:24:35.657669Z,2023-11-09T09:22:12.169000Z,2023-11-09T09:38:25.951223Z,"[145, 359, 724, 768, 769, 114, 62, 427, 137, 674, 269, 171]",62 114 137 145 171 269 359 427 674 724 768 769,dynamic,,ANONYMIZED,"Documents, Scripts"
7567,1856306406020778720,ANONYMIZED,Malware,malicious,true_positive,2024-01-06T05:09:27.848044Z,2024-01-06T05:09:26.833000Z,2024-01-06T06:17:50.665398Z,"[1, 29, 12, 6]",1 6 12 29,static,quarantine,ANONYMIZED,On-Write Static AI
12448,1933916932711917277,ANONYMIZED,Packed,suspicious,false_positive,2024-04-22T07:07:43.596297Z,2024-04-22T07:07:11.010000Z,2024-04-22T09:28:28.717985Z,[41],41,static,,ANONYMIZED,On-Write Static AI - Suspicious
7732,1860059186845194663,ANONYMIZED,Malware,suspicious,false_positive,2024-01-11T09:25:34.176694Z,2024-01-11T09:07:57.193000Z,2024-01-11T10:57:26.594998Z,"[783, 784, 153, 154, 88, 43, 1273, 794, 951, 427]",43 88 153 154 427 783 784 794 951 1273,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
2927,1692567969075350320,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-25T07:10:25.107788Z,2023-05-25T07:10:25.089544Z,2023-05-25T07:22:55.407406Z,[937],937,dynamic,,ANONYMIZED,Application Control
12693,1935663670972596361,ANONYMIZED,Malware,malicious,true_positive,2024-04-24T16:58:11.024213Z,2024-04-24T16:58:08.857000Z,2024-04-24T17:39:20.994337Z,"[1, 31, 32, 29, 33, 12, 6]",1 6 12 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
12108,1929136098244031762,ANONYMIZED,Malware,malicious,false_positive,2024-04-15T16:49:03.714938Z,2024-04-15T16:49:02.823000Z,2024-04-16T03:24:21.603331Z,"[1, 32, 29, 33, 15, 12]",1 12 15 29 32 33,static,unquarantine,ANONYMIZED,On-Write Static AI
2901,1691890580231643991,ANONYMIZED,Malware,suspicious,false_positive,2023-05-24T08:44:34.067810Z,2023-05-24T08:44:33.501000Z,2023-05-24T09:00:21.753179Z,"[796, 799, 121, 427, 171, 674, 434, 169]",121 169 171 427 434 674 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
7252,1855681605579040069,ANONYMIZED,Malware,malicious,true_positive,2024-01-05T08:28:05.831280Z,2024-01-05T08:28:04.144000Z,2024-01-05T09:04:51.143698Z,"[32, 29, 33, 12, 6]",6 12 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
2517,1684709808803192940,ANONYMIZED,Malware,suspicious,false_positive,2023-05-14T10:57:39.405537Z,2023-05-14T10:57:39.391493Z,2023-05-14T11:36:05.337026Z,[43],43,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
7514,1855812717180954649,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:48:35.553724Z,2024-01-05T12:39:35.585000Z,2024-01-05T13:15:32.401259Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
533,1630168199207733032,ANONYMIZED,Malware,suspicious,true_positive,2023-02-28T04:53:12.874016Z,2023-02-28T04:53:11.850000Z,2023-02-28T12:34:13.919673Z,"[1, 32, 33, 18]",1 18 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
7771,1860648382631234307,ANONYMIZED,Malware,malicious,true_positive,2024-01-12T04:56:11.785251Z,2024-01-12T04:56:09.139000Z,2024-01-12T05:03:49.189636Z,"[32, 29, 28, 33, 18, 12, 8]",8 12 18 28 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
