,threatInfo.threatId,threatInfo.threatName,threatInfo.classification,threatInfo.confidenceLevel,threatInfo.analystVerdict,threatInfo.createdAt,threatInfo.identifiedAt,threatInfo.updatedAt,indicatorList,indicatorListString,threatInfo.detectionType,action,threatInfo.sha1,engine
3037,1695534307853491183,ANONYMIZED,Malware,suspicious,false_positive,2023-05-29T09:24:00.247189Z,2023-05-29T09:23:59.854000Z,2023-05-29T10:11:08.017818Z,"[799, 427, 674, 171]",171 427 674 799,dynamic,,ANONYMIZED,"Documents, Scripts"
9057,1885010726260615846,ANONYMIZED,Malware,suspicious,false_positive,2024-02-14T19:39:49.471807Z,2024-02-14T19:39:49.203000Z,2024-02-14T21:43:39.549845Z,"[32, 29, 33, 12]",12 29 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
2417,1682119738553592370,ANONYMIZED,Malware,suspicious,true_positive,2023-05-10T21:11:38.971063Z,2023-05-10T21:11:38.253000Z,2023-05-11T07:49:30.155150Z,"[1, 31, 30, 29, 12]",1 12 29 30 31,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
8280,1870145322636124725,ANONYMIZED,Malware,suspicious,false_positive,2024-01-25T07:24:55.256726Z,2024-01-25T07:24:53.147000Z,2024-01-25T09:00:38.302403Z,"[783, 784, 88, 154, 1161, 126, 144]",88 126 144 154 783 784 1161,dynamic,,ANONYMIZED,Behavioral AI
9599,1893451105000187376,ANONYMIZED,Malware,suspicious,false_positive,2024-02-26T11:09:21.024458Z,2024-02-26T11:09:16.657000Z,2024-02-26T12:31:43.476215Z,"[29, 15]",15 29,static,,ANONYMIZED,On-Write Static AI - Suspicious
6853,1848990986821250688,ANONYMIZED,Malware,suspicious,false_positive,2023-12-27T02:55:01.922393Z,2023-12-27T02:54:55.477000Z,2023-12-27T03:16:08.535043Z,"[145, 359, 768, 114, 62, 427, 269, 126, 674, 171, 137, 1273]",62 114 126 137 145 171 269 359 427 674 768 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
4716,1742413342478390083,ANONYMIZED,Malware,suspicious,false_positive,2023-08-02T01:44:16.655645Z,2023-08-02T01:44:16.360000Z,2023-08-02T02:29:54.456614Z,"[145, 769, 114, 62, 427, 171]",62 114 145 171 427 769,dynamic,,ANONYMIZED,"Documents, Scripts"
3017,1694333848872019700,ANONYMIZED,Malware,suspicious,false_positive,2023-05-27T17:38:54.385131Z,2023-05-27T17:38:54.149000Z,2023-05-27T18:26:56.906196Z,"[437, 305, 43]",43 305 437,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
1002,1641195116507665537,ANONYMIZED,Malware,suspicious,false_positive,2023-03-15T10:01:43.851152Z,2023-03-15T10:01:39.924000Z,2023-03-15T11:33:15.842549Z,"[62, 171]",62 171,dynamic,,ANONYMIZED,"Documents, Scripts"
2771,1688463546970256007,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-19T15:15:39.865107Z,2023-05-19T15:15:39.685103Z,2023-05-19T15:43:24.090698Z,[937],937,dynamic,,ANONYMIZED,Application Control
11531,1923813987174401017,ANONYMIZED,Malware,malicious,false_positive,2024-04-08T08:34:58.637319Z,2024-04-08T08:33:35.906000Z,2024-04-08T09:42:09.366343Z,"[154, 224, 121, 168, 155, 173, 894, 86, 43]",43 86 121 154 155 168 173 224 894,dynamic,unquarantine,ANONYMIZED,On-Write Static AI - Suspicious
6929,1850114976624630669,ANONYMIZED,Malware,malicious,true_positive,2023-12-28T16:08:11.948977Z,2023-12-28T16:08:11.935082Z,2023-12-28T17:42:48.821400Z,"[24, 15, 6]",6 15 24,static,quarantine,ANONYMIZED,On-Write Static AI
6291,1819957050257341379,ANONYMIZED,Malware,suspicious,false_positive,2023-11-17T01:29:46.970322Z,2023-11-17T01:29:45.869000Z,2023-11-17T02:53:33.899796Z,"[145, 951, 359, 724, 769, 768, 114, 62, 427, 269, 153, 171]",62 114 145 153 171 269 359 427 724 768 769 951,dynamic,,ANONYMIZED,"Documents, Scripts"
7030,1853691012190980535,ANONYMIZED,Ransomware,malicious,false_positive,2024-01-02T14:33:08.599876Z,2024-01-02T14:33:07.044000Z,2024-01-03T00:35:56.711940Z,"[55, 641, 171, 1273, 1271, 437, 427]",55 171 427 437 641 1271 1273,dynamic,unquarantine,ANONYMIZED,Anti Exploitation / Fileless
7677,1858752345050491948,ANONYMIZED,Malware,suspicious,false_positive,2024-01-09T14:09:06.498493Z,2024-01-09T14:07:41.984000Z,2024-01-09T15:48:24.628278Z,"[24, 23, 6]",6 23 24,static,,ANONYMIZED,On-Write Static AI - Suspicious
4329,1727449984840458957,ANONYMIZED,Malware,suspicious,false_positive,2023-07-12T10:14:45.424564Z,2023-07-12T10:14:43.758000Z,2023-07-12T10:21:25.140352Z,"[114, 796, 427, 163, 342, 269, 674, 171, 137]",114 137 163 171 269 342 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
11401,1921052001793416319,ANONYMIZED,Malware,suspicious,false_positive,2024-04-04T13:07:24.321388Z,2024-04-04T13:07:23.777000Z,2024-04-04T19:13:49.676256Z,"[1, 31, 32, 29, 33, 12]",1 12 29 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
3449,1704918415110075797,ANONYMIZED,Malware,suspicious,true_positive,2023-06-11T08:08:33.005367Z,2023-06-11T08:08:32.862000Z,2023-06-11T08:44:59.515835Z,"[1, 31, 29, 21, 12]",1 12 21 29 31,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
7425,1855812274748978678,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:47:42.811571Z,2024-01-05T12:40:16.563000Z,2024-01-05T13:15:26.280439Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
11490,1923328523410285434,ANONYMIZED,Malware,malicious,false_positive,2024-04-07T16:30:26.841617Z,2024-04-07T16:30:25.281000Z,2024-04-07T16:43:13.805860Z,"[817, 199, 951, 171, 674, 169]",169 171 199 674 817 951,dynamic,unquarantine,ANONYMIZED,"Documents, Scripts"
3542,1707802918875594794,ANONYMIZED,Malware,suspicious,false_positive,2023-06-15T07:39:32.650571Z,2023-06-15T07:39:32.539000Z,2023-06-15T07:52:47.225480Z,"[1, 31, 32, 29, 33, 12]",1 12 29 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
4281,1726067421516000516,ANONYMIZED,Malware,suspicious,false_positive,2023-07-10T12:27:51.034424Z,2023-07-10T12:27:50.618000Z,2023-07-10T12:31:22.807862Z,"[41, 32, 29, 33]",29 32 33 41,static,,ANONYMIZED,On-Write Static AI - Suspicious
9877,1903392821125770041,ANONYMIZED,Malware,malicious,false_positive,2024-03-11T04:21:45.941113Z,2024-03-11T04:21:44.860000Z,2024-03-11T04:33:35.035968Z,"[32, 29, 33, 12, 10, 5]",5 10 12 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
396,1901902453028597346,ANONYMIZED,Virus,malicious,true_positive,2024-03-09T03:00:40.219175Z,2024-03-09T03:00:39.448000Z,2024-03-09T03:40:49.748923Z,[28],28,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
10639,1915068270509797137,ANONYMIZED,Virus,suspicious,false_positive,2024-03-27T06:58:47.967189Z,2024-03-27T06:58:46.605000Z,2024-03-27T07:26:07.156765Z,"[24, 23]",23 24,static,,ANONYMIZED,On-Write Static AI - Suspicious
3846,1716571738020209500,ANONYMIZED,Malware,suspicious,true_positive,2023-06-27T10:01:37.350775Z,2023-06-27T10:01:35.132000Z,2023-06-27T10:08:04.434273Z,"[1, 14, 12]",1 12 14,static,,ANONYMIZED,On-Write Static AI - Suspicious
9585,1893286919595274926,ANONYMIZED,Virus,suspicious,false_positive,2024-02-26T05:43:08.598306Z,2024-02-26T05:43:07.548000Z,2024-02-26T07:03:35.416999Z,"[28, 18]",18 28,static,,ANONYMIZED,On-Write Static AI - Suspicious
4127,1723143490161053695,ANONYMIZED,Virus,suspicious,true_positive,2023-07-06T11:38:31.256312Z,2023-07-06T11:38:31.090000Z,2023-07-07T12:51:44.863755Z,"[41, 32, 33]",32 33 41,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
9432,1890107563637233898,ANONYMIZED,Malware,suspicious,true_positive,2024-02-21T20:26:19.833147Z,2024-02-21T20:25:48.835000Z,2024-02-21T22:54:44.555802Z,"[32, 29, 33, 12]",12 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
9380,1889245627708881360,ANONYMIZED,Malware,malicious,true_positive,2024-02-20T15:53:49.065145Z,2024-02-20T15:53:46.949000Z,2024-02-20T16:10:56.899680Z,"[1, 29]",1 29,static,quarantine,ANONYMIZED,On-Write Static AI
2865,1691135519938281633,ANONYMIZED,Malware,suspicious,false_positive,2023-05-23T07:44:23.864461Z,2023-05-23T07:44:19.529000Z,2023-05-23T07:58:29.900974Z,"[796, 799, 121, 427, 171, 674, 269]",121 171 269 427 674 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
7207,1855001448220894362,ANONYMIZED,Malware,malicious,true_positive,2024-01-04T09:56:44.756275Z,2024-01-04T09:56:44.349000Z,2024-01-04T09:58:03.687296Z,"[41, 1, 31, 30, 32, 29, 33, 15, 12]",1 12 15 29 30 31 32 33 41,static,quarantine,ANONYMIZED,On-Write Static AI
4925,1752675589633739173,ANONYMIZED,Infostealer,suspicious,false_positive,2023-08-16T05:33:31.852416Z,2023-08-16T05:33:31.336000Z,2023-08-16T05:41:56.645249Z,"[121, 796, 427, 674, 269, 171]",121 171 269 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
8047,1865829297885462207,ANONYMIZED,Malware,suspicious,false_positive,2024-01-19T08:29:45.018811Z,2024-01-19T08:29:44.518000Z,2024-01-19T10:08:10.233447Z,"[1, 31, 30, 32, 29, 33, 12]",1 12 29 30 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
979,1640484552205012464,ANONYMIZED,Malware,suspicious,true_positive,2023-03-14T10:29:57.986582Z,2023-03-14T10:29:57.850000Z,2023-03-14T11:41:22.168407Z,"[1, 31, 24, 12]",1 12 24 31,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
63,1896510347274728525,ANONYMIZED,Malware,suspicious,false_positive,2024-03-01T16:27:31.123570Z,2024-03-01T16:27:30.023000Z,2024-03-01T16:51:33.666049Z,"[25, 24, 23, 6]",6 23 24 25,static,,ANONYMIZED,On-Write Static AI - Suspicious
8147,1868843471383682056,ANONYMIZED,Malware,malicious,true_positive,2024-01-23T12:18:22.503758Z,2024-01-23T12:18:14.749000Z,2024-01-23T12:49:16.720461Z,"[32, 29, 33, 12]",12 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
6101,1810329925436784569,ANONYMIZED,Infostealer,suspicious,false_positive,2023-11-03T18:42:24.259308Z,2023-11-03T18:42:23.620000Z,2023-11-03T20:16:59.161469Z,"[171, 114, 796, 427]",114 171 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
2452,1682806245512218413,ANONYMIZED,Malware,suspicious,false_positive,2023-05-11T19:55:36.977086Z,2023-05-11T19:55:36.823000Z,2023-05-11T23:36:35.197204Z,"[171, 121, 62, 427]",62 121 171 427,dynamic,,ANONYMIZED,"Documents, Scripts"
5195,1768216133863495790,ANONYMIZED,Malware,suspicious,false_positive,2023-09-06T16:09:49.089767Z,2023-09-06T16:09:49.078222Z,2023-09-06T17:26:49.731620Z,"[796, 427, 171]",171 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
8834,1879502573266687613,ANONYMIZED,Malware,suspicious,false_positive,2024-02-07T05:16:06.465276Z,2024-02-07T05:16:05.751000Z,2024-02-07T06:38:52.460206Z,"[145, 1273, 43, 920, 199, 427, 1271, 437]",43 145 199 427 437 920 1271 1273,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
5998,1807901879366768539,ANONYMIZED,Malware,suspicious,false_positive,2023-10-31T10:18:18.605669Z,2023-10-31T10:18:18.092000Z,2023-10-31T10:40:03.566533Z,"[951, 212, 796, 311, 427, 674, 171, 434]",171 212 311 427 434 674 796 951,dynamic,,ANONYMIZED,"Documents, Scripts"
10083,1905726542782819089,ANONYMIZED,Malware,malicious,true_positive,2024-03-14T09:38:27.242299Z,2024-03-14T09:38:20.474000Z,2024-03-14T10:04:04.816133Z,"[1, 29, 33]",1 29 33,static,quarantine,ANONYMIZED,On-Write Static AI
9271,1888358241822926272,ANONYMIZED,Malware,suspicious,true_positive,2024-02-19T10:30:44.423711Z,2024-02-19T10:30:32.010000Z,2024-02-19T11:50:15.910775Z,"[41, 32, 29, 33, 15, 12]",12 15 29 32 33 41,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
720,1634690991219403915,ANONYMIZED,Malware,suspicious,false_positive,2023-03-06T10:39:11.697071Z,2023-03-06T10:39:11.322000Z,2023-03-06T11:15:31.101708Z,"[171, 121, 799, 427]",121 171 427 799,dynamic,,ANONYMIZED,"Documents, Scripts"
3668,1710877792731492061,ANONYMIZED,Malware,suspicious,true_positive,2023-06-19T13:28:46.177815Z,2023-06-19T13:28:45.850000Z,2023-06-19T14:37:32.924778Z,"[1, 31, 32, 29, 33, 24, 12]",1 12 24 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
7530,1855812809279485870,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:48:46.532464Z,2024-01-05T12:39:26.086000Z,2024-01-05T13:15:33.997578Z,"[1, 31, 30, 29, 12]",1 12 29 30 31,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
5597,1785439451778877814,ANONYMIZED,Malware,suspicious,false_positive,2023-09-30T10:29:28.579925Z,2023-09-30T10:29:28.510466Z,2023-09-30T12:00:04.575781Z,"[243, 244, 584]",243 244 584,dynamic,,ANONYMIZED,Application Control
12819,1937150508577414370,ANONYMIZED,Malware,malicious,false_positive,2024-04-26T18:12:15.878925Z,2024-04-26T18:12:10.550000Z,2024-04-26T18:17:34.315208Z,"[24, 23, 6]",6 23 24,static,unquarantine,ANONYMIZED,On-Write Static AI
624,1631430683526504196,ANONYMIZED,Malware,suspicious,false_positive,2023-03-01T22:41:32.733156Z,2023-03-01T22:41:31.847000Z,2023-03-02T00:05:08.851961Z,"[121, 796, 427, 674]",121 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
3941,1720918108969800859,ANONYMIZED,Malware,suspicious,false_positive,2023-07-03T09:57:05.145074Z,2023-07-03T09:57:04.596000Z,2023-07-03T10:23:49.757710Z,"[437, 796, 427, 674, 171, 434]",171 427 434 437 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
653,1632013261945091317,ANONYMIZED,Malware,suspicious,true_positive,2023-03-02T17:59:01.492904Z,2023-03-02T17:59:01.240000Z,2023-03-02T19:34:55.923798Z,"[29, 7]",7 29,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
3016,1694328998201303103,ANONYMIZED,Malware,suspicious,false_positive,2023-05-27T17:29:16.139435Z,2023-05-27T17:29:15.659000Z,2023-05-27T18:26:56.927458Z,[43],43,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
10191,1910160042528691745,ANONYMIZED,Malware,suspicious,false_positive,2024-03-20T12:27:01.588497Z,2024-03-20T12:27:00.145000Z,2024-03-20T15:24:10.417626Z,"[1, 31, 29, 6]",1 6 29 31,static,,ANONYMIZED,On-Write Static AI - Suspicious
8861,1879943969819437488,ANONYMIZED,Malware,malicious,true_positive,2024-02-07T19:53:05.035600Z,2024-02-07T19:53:02.450000Z,2024-02-07T20:37:08.546548Z,"[1, 31, 33, 24, 23]",1 23 24 31 33,static,quarantine,ANONYMIZED,On-Write Static AI
251,1899839618298349111,ANONYMIZED,Malware,suspicious,false_positive,2024-03-06T06:42:11.155640Z,2024-03-06T06:42:09.217000Z,2024-03-06T09:23:59.574083Z,"[674, 799, 427, 171]",171 427 674 799,dynamic,,ANONYMIZED,"Documents, Scripts"
2177,1677348743502499671,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-04T07:12:32.040049Z,2023-05-04T07:12:31.571874Z,2023-05-04T07:32:24.465768Z,[937],937,dynamic,,ANONYMIZED,Application Control
5544,1783443146266850739,ANONYMIZED,Malware,suspicious,false_positive,2023-09-27T16:23:10.404685Z,2023-09-27T16:23:10.361874Z,2023-09-27T16:58:31.495407Z,"[243, 688]",243 688,dynamic,,ANONYMIZED,Application Control
6899,1849860170679511314,ANONYMIZED,Malware,malicious,true_positive,2023-12-28T07:41:56.713672Z,2023-12-28T07:41:56.364000Z,2023-12-28T07:43:02.512065Z,"[1, 24, 15, 7, 6]",1 6 7 15 24,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
3921,1718798264968316736,ANONYMIZED,Malware,suspicious,false_positive,2023-06-30T11:45:20.046704Z,2023-06-30T11:45:19.946000Z,2023-06-30T11:55:33.052655Z,"[31, 30, 32, 29, 33, 20, 18, 12]",12 18 20 29 30 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
6255,1818679832447267893,ANONYMIZED,Malware,suspicious,false_positive,2023-11-15T07:12:10.737862Z,2023-11-15T07:12:09.831000Z,2023-11-15T07:15:20.018932Z,"[137, 62, 359, 769, 427, 269, 293]",62 137 269 293 359 427 769,dynamic,unquarantine,ANONYMIZED,Behavioral AI
149,1898264856294874984,ANONYMIZED,Malware,malicious,true_positive,2024-03-04T02:33:24.897616Z,2024-03-04T02:33:14.800000Z,2024-03-04T03:13:59.812380Z,"[1, 32, 29, 33, 12]",1 12 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
4580,1738409976793150345,ANONYMIZED,Malware,suspicious,false_positive,2023-07-27T13:10:18.281448Z,2023-07-27T13:10:18.019509Z,2023-07-27T16:16:15.507329Z,"[229, 774]",229 774,dynamic,,ANONYMIZED,Application Control
8541,1874684540925984343,ANONYMIZED,Malware,malicious,true_positive,2024-01-31T13:43:32.253975Z,2024-01-31T13:43:30.683000Z,2024-01-31T13:54:33.917330Z,"[1, 31, 32, 29, 33, 25, 12]",1 12 25 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
10504,1914396739481763337,ANONYMIZED,Malware,suspicious,false_positive,2024-03-26T08:44:35.229908Z,2024-03-26T08:43:23.383000Z,2024-03-26T08:58:55.583746Z,"[734, 951, 674, 138, 114, 796, 427, 1273, 171]",114 138 171 427 674 734 796 951 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
10355,1912087823584957613,ANONYMIZED,Malware,malicious,false_positive,2024-03-23T04:17:11.006401Z,2024-03-23T04:17:09.486000Z,2024-03-23T05:50:47.717025Z,"[636, 635, 757, 92, 266, 916, 1273, 293]",92 266 293 635 636 757 916 1273,dynamic,unquarantine,ANONYMIZED,Behavioral AI
12404,1932333129585595326,ANONYMIZED,Malware,malicious,true_positive,2024-04-20T02:40:59.552050Z,2024-04-20T02:20:16.058000Z,2024-04-20T02:41:33.237165Z,"[1, 29, 24, 15, 7, 6, 4]",1 4 6 7 15 24 29,static,quarantine,ANONYMIZED,On-Write Static AI
10164,1910002136165116621,ANONYMIZED,Malware,suspicious,true_positive,2024-03-20T07:13:17.690591Z,2024-03-20T07:13:15.876000Z,2024-03-20T07:23:14.768579Z,"[41, 1, 31, 32, 29, 33, 12]",1 12 29 31 32 33 41,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
200,1899020498727106098,ANONYMIZED,Malware,malicious,false_positive,2024-03-05T03:34:44.493438Z,2024-03-05T03:34:43.570000Z,2024-03-05T04:05:24.272524Z,"[877, 264]",264 877,dynamic,unquarantine,ANONYMIZED,Behavioral AI
4392,1730814617497895292,ANONYMIZED,Infostealer,suspicious,false_positive,2023-07-17T01:39:40.896782Z,2023-07-17T01:39:40.486000Z,2023-07-17T01:51:12.790180Z,"[104, 796, 799, 121, 427, 171]",104 121 171 427 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
3691,1711493520109437540,ANONYMIZED,Malware,suspicious,false_positive,2023-06-20T09:52:06.601565Z,2023-06-20T09:52:06.043000Z,2023-06-20T10:05:57.219960Z,"[437, 121, 796, 427, 674, 171, 434]",121 171 427 434 437 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
7113,1854178409188560033,ANONYMIZED,Malware,malicious,true_positive,2024-01-03T06:41:30.857407Z,2024-01-03T06:41:29.088000Z,2024-01-03T06:51:54.956080Z,"[1, 32, 33, 25, 24, 23, 6]",1 6 23 24 25 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
1213,1645542138606039925,ANONYMIZED,Malware,suspicious,false_positive,2023-03-21T09:58:29.268366Z,2023-03-21T09:58:26.062000Z,2023-03-21T10:04:02.165072Z,"[796, 799, 121, 427, 674]",121 427 674 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
10446,1913795625642879932,ANONYMIZED,Malware,malicious,true_positive,2024-03-25T12:50:16.869111Z,2024-03-25T12:50:16.159000Z,2024-03-25T13:13:39.026103Z,"[1, 31, 32, 29, 33, 12]",1 12 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
5838,1795069135209191349,ANONYMIZED,Malware,suspicious,true_positive,2023-10-13T17:21:56.301375Z,2023-10-13T17:21:55.974000Z,2023-10-13T18:16:50.411780Z,[427],427,dynamic,,ANONYMIZED,Manual
11228,1919638427553400121,ANONYMIZED,Malware,malicious,false_positive,2024-04-02T14:18:53.142321Z,2024-04-02T14:18:53.064349Z,2024-04-02T21:30:48.630860Z,"[1324, 86, 1273, 455, 951, 427, 126, 266, 1303]",86 126 266 427 455 951 1273 1303 1324,dynamic,quarantine,ANONYMIZED,Behavioral AI
6464,1828906677883277083,ANONYMIZED,Infostealer,suspicious,false_positive,2023-11-29T09:51:05.723140Z,2023-11-29T09:51:05.035000Z,2023-11-29T10:07:37.348823Z,"[171, 137, 796, 427, 434]",137 171 427 434 796,dynamic,,ANONYMIZED,"Documents, Scripts"
811,1636399864067833144,ANONYMIZED,Malware,suspicious,false_positive,2023-03-08T19:14:25.214366Z,2023-03-08T19:14:24.046000Z,2023-03-08T20:41:43.738066Z,"[368, 293]",293 368,dynamic,,ANONYMIZED,Behavioral AI
7265,1855811426375436046,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:46:01.677019Z,2024-01-05T12:39:23.452000Z,2024-01-05T13:27:16.292923Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
12332,1930925734520894354,ANONYMIZED,Trojan,malicious,true_positive,2024-04-18T04:04:44.987014Z,2024-04-18T04:04:41.518000Z,2024-04-18T04:05:43.257560Z,"[15, 5]",5 15,static,quarantine,ANONYMIZED,On-Write Static AI
1844,1665706380850425599,ANONYMIZED,Malware,suspicious,true_positive,2023-04-18T05:41:14.259457Z,2023-04-18T05:41:13.724000Z,2023-04-18T06:13:53.836675Z,"[1, 15, 14, 12]",1 12 14 15,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
1385,1647904171859720199,ANONYMIZED,Malware,suspicious,false_positive,2023-03-24T16:11:25.575010Z,2023-03-24T16:11:17.268000Z,2023-03-24T19:41:11.169522Z,"[43, 98, 298, 141, 266]",43 98 141 266 298,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
83,1897005237680529402,ANONYMIZED,Virus,malicious,true_positive,2024-03-02T08:50:46.657293Z,2024-03-02T08:50:46.345000Z,2024-03-02T09:24:47.578494Z,"[24, 23]",23 24,static,quarantine,ANONYMIZED,On-Write Static AI
4991,1756760534598191135,ANONYMIZED,Malware,suspicious,false_positive,2023-08-21T20:49:35.238951Z,2023-08-21T20:49:29.431000Z,2023-08-21T21:48:30.329371Z,"[171, 556, 199, 266, 62, 198, 145, 711, 201, 126, 427, 437]",62 126 145 171 198 199 201 266 427 437 556 711,dynamic,,ANONYMIZED,Behavioral AI
8282,1870166947546368807,ANONYMIZED,miner,malicious,true_positive,2024-01-25T08:07:53.149896Z,2024-01-25T08:07:24.183000Z,2024-01-25T08:44:52.821389Z,[43],43,dynamic,quarantine,ANONYMIZED,SentinelOne Cloud
12541,1934301695483247166,ANONYMIZED,Malware,malicious,true_positive,2024-04-22T19:52:10.893385Z,2024-04-22T19:52:10.751000Z,2024-04-22T21:28:03.683658Z,"[25, 24, 23, 6]",6 23 24 25,static,quarantine,ANONYMIZED,On-Write Static AI
7706,1859338901351352463,ANONYMIZED,Malware,malicious,false_positive,2024-01-10T09:34:29.450285Z,2024-01-10T09:34:26.855000Z,2024-01-10T10:37:10.830686Z,"[305, 437, 43, 293]",43 293 305 437,dynamic,unquarantine,ANONYMIZED,On-Write Static AI
10067,1905616883258194885,ANONYMIZED,Malware,suspicious,false_positive,2024-03-14T06:00:34.808596Z,2024-03-14T06:00:33.388000Z,2024-03-14T07:48:13.120648Z,"[1273, 894, 796, 427, 171, 104, 674]",104 171 427 674 796 894 1273,dynamic,,ANONYMIZED,"Documents, Scripts"
12642,1935342853565151541,ANONYMIZED,Virus,malicious,true_positive,2024-04-24T06:20:46.609114Z,2024-04-24T06:20:44.362000Z,2024-04-24T06:31:14.489198Z,"[24, 23]",23 24,static,quarantine,ANONYMIZED,On-Write Static AI
4785,1745144587822933843,ANONYMIZED,Malware,suspicious,false_positive,2023-08-05T20:10:46.477192Z,2023-08-05T20:10:45.780000Z,2023-08-05T21:11:03.334614Z,[43],43,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
7748,1860130894894304091,ANONYMIZED,Malware,suspicious,true_positive,2024-01-11T11:48:02.449330Z,2024-01-11T11:47:48.931000Z,2024-01-11T12:13:30.464488Z,"[32, 29, 33, 24, 6]",6 24 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
8485,1873994443289783439,ANONYMIZED,Malware,suspicious,false_positive,2024-01-30T14:52:26.205137Z,2024-01-30T14:52:25.246000Z,2024-01-30T17:27:20.193903Z,"[1, 29, 6]",1 6 29,static,,ANONYMIZED,On-Write Static AI - Suspicious
12817,1937137345852549695,ANONYMIZED,Packed,suspicious,true_positive,2024-04-26T17:46:06.759791Z,2024-04-26T17:46:06.724000Z,2024-04-26T18:19:06.152812Z,[41],41,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
6648,1841421150045705871,ANONYMIZED,Malware,suspicious,false_positive,2023-12-16T16:15:07.059862Z,2023-12-16T16:15:06.849000Z,2023-12-16T17:03:09.135247Z,"[1, 31, 30, 29, 12]",1 12 29 30 31,static,,ANONYMIZED,On-Write Static AI - Suspicious
429,1627183899561328114,ANONYMIZED,Malware,suspicious,true_positive,2023-02-24T02:03:56.633527Z,2023-02-24T02:03:55.348000Z,2023-02-24T03:32:36.803052Z,"[797, 796, 427]",427 796 797,dynamic,kill,ANONYMIZED,"Documents, Scripts"
3522,1706960424367128463,ANONYMIZED,Malware,suspicious,true_positive,2023-06-14T03:45:39.478742Z,2023-06-14T03:45:38.849000Z,2023-06-14T05:02:13.622168Z,"[24, 15, 6]",6 15 24,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
1739,1661303857246712314,ANONYMIZED,Malware,suspicious,true_positive,2023-04-12T03:54:12.547655Z,2023-04-12T03:54:11.982000Z,2023-04-12T03:59:21.899305Z,"[32, 29, 33, 12]",12 29 32 33,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
6250,1818654950257675616,ANONYMIZED,Malware,suspicious,false_positive,2023-11-15T06:22:44.548717Z,2023-11-15T06:22:42.956000Z,2023-11-15T06:59:02.443512Z,"[724, 768, 769, 114, 62, 427, 894, 269, 674, 171]",62 114 171 269 427 674 724 768 769 894,dynamic,,ANONYMIZED,"Documents, Scripts"
